left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
hle,0.63440144,0.2789417,0.19985124,0.46598047,0.7168374,0.39635086,0.45460415,0.23159596,0.34993327,0.1265228,0.57513535,0.2686084,0.2614106,0.19212317,0.62247896,0.6384107,0.5920367,0.54991007,0.28543603,0.17080185
hlf,0.580781,0.45692638,0.5066191,0.21944001,0.44722387,0.50571513,0.45215023,0.28823614,0.44954818,0.4876986,0.26066965,0.56554544,0.41319466,0.49057662,0.35526186,0.34629467,0.55046964,0.4417048,0.6071663,0.4420516
hmb,0.30147728,0.45563278,0.29101273,0.30589664,0.45723206,0.59944034,0.476295,0.35475647,0.5219006,0.5508728,0.47324964,0.41421252,0.31997117,0.34283203,0.61159813,0.458903,0.42917562,0.47861645,0.51647806,0.44019258
hna,0.50600475,0.49049038,0.4346189,0.3266989,0.6037203,0.31843552,0.28177437,0.28183597,0.5018013,0.24271068,0.50796163,0.6145432,0.43362516,0.35110366,0.38470504,0.51109284,0.38108173,0.41177797,0.6112975,0.2142657
hnf,0.6228797,0.42142648,0.52880204,0.42697445,0.7055136,0.34395248,0.79803693,0.45400816,0.39488077,0.33108866,0.7876737,0.55601764,0.38955933,0.6019294,0.534606,0.6589837,0.59435105,0.44410017,0.5564118,0.47166848
hny,0.5138645,0.49880037,0.3299057,0.46449584,0.52585006,0.54417586,0.42733786,0.38989228,0.5512329,0.44438738,0.51099265,0.55397546,0.43372983,0.5635383,0.38178784,0.49142498,0.42749232,0.5522535,0.47472516,0.6119876
hoe,0.55732083,0.45913947,0.7096508,0.3698783,0.28259444,0.30668172,0.564399,0.23646995,0.70930946,0.5455463,0.46630663,0.47117624,0.44982374,0.5250335,0.3946973,0.16545537,0.32940674,0.39075205,0.50994813,0.5497755
hoh,0.3019479,0.3776685,0.26851577,0.51535016,0.5691502,0.43002626,0.21054852,0.54002684,0.43908346,0.21822983,0.43924794,0.23726305,0.5335908,0.28945294,0.3769404,0.4303461,0.4296775,0.41754305,0.51065886,0.4905656
hok,0.5626946,0.43840605,0.4294072,0.62093604,0.38672987,0.6230184,0.5375002,0.61441946,0.4314032,0.257224,0.42144716,0.39481148,0.51116,0.47877938,0.4575128,0.37957686,0.46244466,0.31972146,0.6334567,0.28353202
hpu,0.3730501,0.40475696,0.56668115,0.33247527,0.38276964,0.34534204,0.3830032,0.19521616,0.4066975,0.3634114,0.22372743,0.3313625,0.30852425,0.22152816,0.25432223,0.28295252,0.17827736,0.43992,0.4535501,0.16099066
hpz,0.44035095,0.62900823,0.50801545,0.49142015,0.50310194,0.3834445,0.3584453,0.443856,0.5798354,0.3965364,0.46613073,0.4088307,0.35907972,0.2159728,0.4282423,0.2534484,0.40548193,0.50586414,0.35183156,0.4848518
hqc,0.34667808,0.43573388,0.4626477,0.65372455,0.3993462,0.5267504,0.416198,0.41866702,0.32246536,0.30611742,0.3380468,0.349038,0.35977995,0.29029107,0.5267358,0.5363899,0.43036833,0.33589488,0.33495772,0.53583145
hql,0.5013189,0.2844025,0.5441495,0.17471164,0.4262506,0.27168244,0.29409152,0.4176854,0.3255965,0.3508123,0.5830365,0.22052905,0.32455736,0.34870854,0.49141774,0.59736985,0.27432436,0.39123765,0.36563218,0.18072277
hqm,0.31364456,0.2659847,0.33460027,0.35968935,0.50821966,0.45172805,0.43513942,0.38758928,0.42832315,0.44708997,0.37777558,0.3135153,0.5213257,0.74196315,0.7517361,0.48642546,0.37957174,0.5906339,0.387631,0.3578382
hqp,0.5668274,0.5095619,0.5370187,0.5070374,0.587891,0.6477601,0.5693844,0.47101557,0.5027112,0.52948797,0.4774652,0.5121998,0.6236721,0.32895148,0.57701516,0.43105978,0.5415029,0.34144568,0.6600015,0.36751354
hqv,0.54058576,0.505326,0.4278453,0.5046191,0.25934887,0.4368472,0.2464876,0.25021535,0.58776015,0.5271053,0.5421877,0.58056986,0.6314405,0.4785083,0.5653188,0.55559874,0.5968103,0.42457503,0.4647916,0.42516464
hrf,0.43334872,0.6199737,0.40805924,0.26745585,0.249376,0.6735996,0.28604755,0.5438012,0.5946257,0.48895693,0.59282583,0.33484906,0.4349481,0.32792196,0.26629773,0.5109297,0.49232632,0.3849938,0.4187672,0.4591052
hrv,0.31225824,0.25257403,0.49674994,0.4310736,0.6811653,0.48230913,0.32550442,0.6585348,0.4531386,0.2494455,0.47925776,0.430112,0.24558839,0.6619413,0.5999313,0.6049817,0.56153965,0.30821285,0.4419535,0.44297695
hsb,0.5645767,0.36565587,0.5999596,0.34235072,0.5601469,0.6641761,0.6895391,0.5740574,0.4010905,0.41137287,0.11783234,0.51693654,0.6155238,0.54082763,0.36014605,0.2515372,0.72612345,0.60528827,0.48351452,0.5890874
hst,0.33147156,0.465019,0.27995256,0.3497634,0.48902592,0.44841033,0.4714594,0.38202488,0.45873544,0.5404207,0.5799803,0.35516882,0.3371127,0.4975557,0.40817577,0.1405248,0.39884567,0.35221985,0.35743037,0.4840576
htc,0.5440632,0.5922399,0.41024345,0.41603953,0.47807047,0.35622323,0.44864506,0.5140481,0.4227127,0.60611594,0.42728007,0.5321294,0.5599075,0.48415756,0.57987297,0.45462498,0.54755735,0.43886563,0.5564505,0.5509933
htf,0.3802271,0.5341742,0.38286972,0.39059448,0.62910354,0.4403671,0.42753345,0.4069953,0.5342814,0.56310844,0.57414734,0.4288852,0.37547916,0.35983783,0.52128685,0.6217425,0.22573778,0.57603353,0.507041,0.5647577
huf,0.47498053,0.5303507,0.49364457,0.56078136,0.3669923,0.61046356,0.31856158,0.3772555,0.2918629,0.39744076,0.38299993,0.2928999,0.49326646,0.41388348,0.20920584,0.27730623,0.57751083,0.5400855,0.48763096,0.3849073
hul,0.50839436,0.42945236,0.5737772,0.4281115,0.42296672,0.30782506,0.42963785,0.42429072,0.515813,0.44690531,0.29368082,0.35465923,0.31014752,0.30588162,0.19313872,0.25630328,0.4927824,0.37035453,0.45679742,0.40444928
hvd,0.32184383,0.41830885,0.45629346,0.50353914,0.48193848,0.45085377,0.5469674,0.33538562,0.56107765,0.6043695,0.5774849,0.5249712,0.5317161,0.41373754,0.5081841,0.6597628,0.45223683,0.54540074,0.53925437,0.64187276
hwh,0.45953923,0.43445307,0.4292326,0.4291656,0.4195913,0.4485581,0.4359393,0.567385,0.28564078,0.60174894,0.38755617,0.4461143,0.4672244,0.54998744,0.41862673,0.37296957,0.40688178,0.64310855,0.60795665,0.49898183
hwt,0.42046285,0.53438836,0.58477545,0.45977837,0.23213968,0.55361634,0.5140025,0.41778105,0.37683213,0.46081406,0.6176103,0.4240229,0.51951087,0.3113007,0.63123167,0.26294595,0.57877856,0.6164427,0.29873937,0.4913283
hwz,0.4870627,0.59360325,0.31597668,0.5432445,0.38915408,0.4301454,0.30193037,0.51676404,0.50060236,0.5359168,0.54994285,0.4564848,0.67599535,0.63320416,0.46848097,0.30668077,0.44884065,0.42371327,0.5170341,0.47374833
hxd,0.44861546,0.1994716,0.3759166,0.46387368,0.42989013,0.36483422,0.45310628,0.60630006,0.4356522,0.5451824,0.095475905,0.42483106,0.28012848,0.28146458,0.4163328,0.52694374,0.51939374,0.5333936,0.4949637,0.35315666
hxh,0.16830854,0.6731818,0.41938916,0.71202755,0.4806307,0.5066116,0.5473819,0.4667158,0.59048295,0.40611887,0.54469097,0.5149038,0.5761411,0.36322135,0.6189308,0.6082971,0.5414848,0.4076145,0.4714179,0.41221282
hyc,0.41120398,0.41050705,0.19522083,0.550405,0.519717,0.52191645,0.47076422,0.35696438,0.36561108,0.44812122,0.4587883,0.400225,0.4641912,0.2512977,0.47314778,0.39710057,0.5413003,0.52663577,0.4893008,0.6178198
hyi,0.27693766,0.38401407,0.33403143,0.38310874,0.37063545,0.6281593,0.50012606,0.2689287,0.64941764,0.64774466,0.609129,0.46384752,0.46419245,0.578415,0.3496772,0.57748663,0.6572864,0.47534943,0.41488764,0.6346487
hzm,0.4684841,0.30598748,0.3648161,0.510923,0.38446882,0.3180471,0.39270493,0.5013702,0.543288,0.32607222,0.33173698,0.41453004,0.4476242,0.3607082,0.40398923,0.402474,0.5380797,0.24944651,0.39359784,0.48768377
hzp,0.5629215,0.4162753,0.365293,0.5541865,0.4420666,0.48162234,0.4190755,0.46949166,0.39921966,0.3615582,0.52877176,0.52001286,0.5154998,0.46576667,0.48502642,0.5427517,0.40507746,0.577307,0.4434958,0.33458576
iac,0.58998847,0.557591,0.75764006,0.3410093,0.7325165,0.5171001,0.27994913,0.47345048,0.61105543,0.46240705,0.3736456,0.48772812,0.7025643,0.5836007,0.6126604,0.38269424,0.6683983,0.58693236,0.33211678,0.44550735
iad,0.5766363,0.4481982,0.53184295,0.49407765,0.44895953,0.45745966,0.62634075,0.33835614,0.4547935,0.3649056,0.34648174,0.46790665,0.51429135,0.4268412,0.42811194,0.45711678,0.4948347,0.36246112,0.42973453,0.3031197
iaq,0.24237746,0.4070164,0.28483683,0.49554417,0.45914924,0.3288221,0.43559146,0.38794878,0.17010987,0.5626895,0.58494425,0.7639051,0.34116057,0.29871053,0.41425273,0.36968076,0.33673126,0.47909212,0.38017046,0.40533614
iav,0.5599672,0.42155847,0.5455471,0.35724184,0.4032457,0.3246882,0.5737865,0.41220814,0.2903926,0.3129658,0.37997082,0.45589972,0.4573587,0.2537869,0.44241625,0.47262758,0.36791915,0.6580765,0.35589772,0.48304558
ibf,0.4642688,0.6119925,0.5785928,0.53554183,0.33944649,0.4959612,0.57587695,0.36182877,0.357689,0.43089005,0.35496795,0.5209111,0.25328997,0.37831077,0.43520904,0.32853505,0.33049664,0.20969802,0.45874077,0.17776456
ibk,0.16967635,0.17243867,0.27501816,0.45527732,0.14155646,0.090688705,0.3040516,0.3078903,0.2606386,0.3080605,0.2868946,0.30039522,0.29238534,0.2254793,0.3196829,0.13945533,0.11690466,0.2806265,0.47957897,0.18353797
ibp,0.3018034,0.536332,0.7105564,0.41639033,0.41166008,0.24249445,0.49559766,0.37959835,0.5908995,0.19161859,0.46492767,0.23951139,0.5388583,0.42076546,0.62521565,0.3042308,0.42889816,0.20522688,0.5769396,0.20564087
icd,0.5850215,0.29634383,0.52020186,0.60105646,0.3582548,0.60378397,0.6147599,0.44729263,0.36653385,0.5418738,0.39568102,0.47669056,0.43068105,0.47476292,0.28480512,0.44275123,0.46287766,0.6184949,0.36678162,0.5293823
icg,0.37618086,0.290115,0.43876305,0.46511692,0.4195612,0.28447196,0.5030518,0.20737493,0.23625825,0.2888925,0.27428252,0.388979,0.37507963,0.22074375,0.29335117,0.17760302,0.40289736,0.33231968,0.48607016,0.30234265
ics,0.36546728,0.44307935,0.6510376,0.5834795,0.40517735,0.22908065,0.58455354,0.2795663,0.23097022,0.39684325,0.212246,0.4384375,0.42559162,0.4383962,0.6266366,0.5238205,0.36726213,0.5886276,0.3804822,0.6227907
icy,0.30151138,0.42647582,0.55203885,0.37542915,0.27373704,0.271654,0.5315144,0.49134693,0.36691052,0.46783954,0.45234764,0.39869618,0.583928,0.34764287,0.38008183,0.17066012,0.4848922,0.35682577,0.24876595,0.3774917
idg,0.4257313,0.361825,0.5886963,0.61728036,0.56026286,0.6804868,0.47676605,0.32702652,0.49805704,0.2716655,0.6554358,0.40373397,0.70424914,0.5642396,0.3879301,0.54679185,0.6457722,0.43235087,0.65042454,0.5562793
ids,0.34056616,0.4026298,0.11078085,0.67084765,0.28493583,0.36318827,0.29559812,0.35002288,0.46412688,0.41943187,0.3077743,0.3327473,0.44445938,0.45596164,0.42531478,0.31156546,0.49485677,0.5541241,0.40188113,0.367603
idx,0.43796355,0.42671385,0.37740475,0.26415777,0.42551792,0.36213407,0.28609556,0.41145277,0.5408272,0.4584426,0.33471292,0.5700731,0.4875974,0.41139445,0.23919453,0.38311964,0.33657017,0.38359797,0.60859656,0.3644105
ieg,0.4396901,0.36718056,0.37154043,0.5668935,0.7458452,0.46795434,0.32717434,0.62859744,0.57589066,0.33576143,0.5681993,0.31443715,0.40272695,0.4086698,0.58154744,0.30661404,0.5760839,0.5226719,0.49455988,0.5894745
iep,0.36541238,0.4254076,0.3718187,0.3568555,0.3664376,0.3662284,0.64452064,0.4588915,0.60511476,0.45271835,0.49340847,0.34734005,0.3108465,0.4295117,0.6944793,0.4167385,0.5154799,0.34992945,0.3487947,0.4656995
iez,0.3719098,0.5716897,0.3832482,0.2720613,0.50544655,0.45336795,0.46101415,0.4991842,0.31083453,0.50164354,0.33318788,0.5552472,0.4560612,0.415336,0.34971556,0.44420728,0.7521111,0.21775156,0.4669618,0.3343208
ifb,0.5371462,0.5387674,0.49949086,0.784819,0.5583175,0.3748718,0.50307035,0.5578813,0.48144993,0.7291682,0.6034428,0.48689723,0.63389707,0.6408639,0.5569067,0.47562084,0.5576274,0.6339513,0.6821695,0.50914294
ifj,0.62500846,0.30826166,0.35090375,0.56524014,0.49126297,0.465099,0.30205277,0.46751255,0.4211618,0.44309658,0.3173931,0.44635376,0.5455978,0.20313105,0.28706938,0.35710835,0.41995382,0.47951332,0.5029803,0.60630316
ifr,0.44675612,0.4511625,0.4535777,0.45047948,0.50720084,0.4826405,0.20328125,0.31590062,0.34753376,0.45778024,0.5209482,0.42582977,0.466491,0.44173568,0.34971058,0.35209596,0.41009888,0.4342299,0.9031334,0.4158694
ifs,0.42723185,0.6791755,0.48314035,0.43005812,0.69839525,0.51418513,0.7239802,0.46259642,0.41323513,0.44355923,0.40107432,0.58345664,0.3824474,0.40864462,0.41269112,0.3852332,0.4307278,0.4810655,0.3197539,0.51850367
ifu,0.56482357,0.55053926,0.3265956,0.3706049,0.4110392,0.37118822,0.6353657,0.5750811,0.2871268,0.2869758,0.48856997,0.6186161,0.6033081,0.5369641,0.6215352,0.31892747,0.47076795,0.5187179,0.44442415,0.44739208
igk,0.2930437,0.3523584,0.3286846,0.35229158,0.61417276,0.23695299,0.26510197,0.35050908,0.3349589,0.3468081,0.49592167,0.20843408,0.17292011,0.32393736,0.2565955,0.3143614,0.59250987,0.3563333,0.41433692,0.30492228
igw,0.12366678,0.79056126,0.57319796,0.35823208,0.5306075,0.6088735,0.16655979,0.4599964,0.425678,0.5531975,0.40496024,0.39265275,0.1236186,0.42571017,0.21334237,0.56681037,0.28830582,0.57030606,0.4573437,0.31979597
ihf,0.36009645,0.40955412,0.3206789,0.496031,0.49503842,0.55444205,0.5909617,0.6257776,0.60834676,0.42124456,0.39165276,0.4007134,0.49671787,0.43488604,0.5231106,0.25813353,0.25584167,0.4602503,0.43940458,0.30939728
iho,0.5642029,0.4215997,0.6272698,0.4668759,0.53577054,0.51363474,0.55591106,0.7467332,0.56863236,0.39654708,0.4010201,0.3254603,0.69666266,0.5326135,0.59316903,0.5585041,0.56240475,0.57043374,0.5767707,0.55929226
ihp,0.3022167,0.43183845,0.44415677,0.43160057,0.4006726,0.6299904,0.33063662,0.5564697,0.31203133,0.36310646,0.62887686,0.47158447,0.2920655,0.34078577,0.24552616,0.45322335,0.2540809,0.60940397,0.29071978,0.3295373
ihs,0.36583704,0.52534914,0.6639452,0.44133216,0.22990677,0.50974774,0.50386393,0.41902742,0.53387034,0.41459084,0.4734357,0.70516884,0.3709436,0.20145056,0.3660113,0.38294446,0.50734204,0.35536656,0.460585,0.570978
ihw,0.6428079,0.45102873,0.5374673,0.5700486,0.44456244,0.529294,0.5861926,0.4849205,0.60216063,0.5677273,0.42672673,0.39428458,0.5086653,0.5701769,0.5301495,0.44652253,0.61868274,0.37275672,0.5272796,0.4717331
ihx,0.44902903,0.426531,0.4884534,0.37165195,0.36348855,0.5145112,0.35800982,0.21624446,0.33273458,0.2876437,0.4770415,0.32028314,0.2920337,0.35523486,0.30593854,0.48181885,0.39249563,0.3156491,0.4916873,0.39437324
iia,0.4103804,0.30957994,0.3302672,0.53031313,0.40396357,0.30090442,0.3782574,0.42643857,0.30918574,0.36270666,0.35850272,0.41389054,0.49437836,0.42629611,0.6092541,0.36969978,0.6174591,0.60203356,0.3486901,0.501374
iic,0.47995374,0.5950581,0.43079877,0.51916885,0.46564004,0.55086553,0.39592946,0.4656866,0.56025314,0.4332275,0.55272925,0.5090236,0.46870148,0.56835353,0.50065804,0.49012473,0.5112271,0.71883535,0.44763023,0.54597366
iid,0.25807774,0.4377858,0.4097377,0.322737,0.31739694,0.5743829,0.2973717,0.5053358,0.17295304,0.4229771,0.46691054,0.31304985,0.43490338,0.18009955,0.31617603,0.35355294,0.5675983,0.6255264,0.4806285,0.19305344
iig,0.4342069,0.37949243,0.4320709,0.51109874,0.37680387,0.35663092,0.5592068,0.38674662,0.5026462,0.5998497,0.62987626,0.33335888,0.39883175,0.59852797,0.5324707,0.48530012,0.21622884,0.57358885,0.57403684,0.48428363
iij,0.7455921,0.5580375,0.60548764,0.37431896,0.7882955,0.5514338,0.49914736,0.37386936,0.55840665,0.65688646,0.5100441,0.5811144,0.39261693,0.4701751,0.67306757,0.57019126,0.34804893,0.40509248,0.29746187,0.5559162
iit,0.3417645,0.6191036,0.38013804,0.45372984,0.48494023,0.41250342,0.55404925,0.51134956,0.37524122,0.59155786,0.527022,0.45381516,0.44261587,0.34692442,0.48792353,0.28436124,0.44081792,0.5427862,0.50693524,0.46015054
iiw,0.5136696,0.50365525,0.17300254,0.51561165,0.41371065,0.2977816,0.14807628,0.30359495,0.5152978,0.5500293,0.31651527,0.36096364,0.41039163,0.5265884,0.37491828,0.43935764,0.35730022,0.17575401,0.6026466,0.112916425
ijy,0.523131,0.521803,0.53147984,0.3317122,0.37612823,0.20022345,0.40292978,0.19074276,0.30317605,0.15639842,0.3910001,0.42718515,0.178965,0.4726699,0.23485953,0.18638287,0.2554904,0.30633187,0.17171754,0.4228351
iks,0.3986837,0.18446435,0.49281383,0.34357095,0.45867813,0.23006453,0.21300156,0.3804161,0.43494463,0.3465457,0.43049982,0.22828169,0.5166355,0.56564677,0.31433326,0.4775144,0.21861236,0.4086022,0.43369514,0.30801517
ilf,0.37781313,0.28098422,0.11405178,0.27886045,0.2276869,0.40851453,0.5041781,0.22579324,0.520712,0.35260716,0.39552516,0.3300584,0.20127094,0.4971789,0.30104285,0.2463917,0.3405073,0.25330383,0.47954512,0.2993704
ili,0.46248287,0.4696889,0.5775558,0.3879051,0.56851435,0.35936695,0.31521612,0.3887021,0.68351555,0.63268733,0.5708981,0.4689941,0.42351335,0.63136184,0.46657103,0.4032673,0.48382586,0.51078224,0.4863225,0.5716395
ilw,0.56423944,0.20252301,0.33741754,0.31618932,0.4161204,0.33596557,0.55763495,0.45772815,0.35240114,0.43757817,0.43927932,0.26867056,0.30705085,0.49013186,0.27464074,0.42551005,0.59062654,0.57107615,0.5289534,0.42009485
ime,0.56085634,0.3965713,0.4593163,0.3998556,0.38637692,0.42658082,0.41079813,0.35408998,0.51337796,0.3808855,0.36327082,0.58694184,0.21763691,0.46234185,0.41085362,0.56069404,0.3528376,0.5006763,0.5737933,0.40860677
imr,0.35082415,0.52152866,0.41434455,0.16234058,0.4452545,0.15766932,0.2786596,0.33262044,0.35124925,0.21537007,0.62014824,0.48533326,0.48269936,0.31872258,0.3794187,0.4279263,0.28188843,0.21558943,0.45710623,0.5672213
imw,0.2225383,0.14808531,0.35799712,0.14807643,0.3207154,0.21354672,0.26926807,0.33968174,0.33616835,0.48525035,0.17062241,0.33106044,0.44263858,0.18151827,0.56896,0.4304285,0.44350493,0.39810354,0.28170076,0.48436671
ine,0.56222224,0.33593774,0.46676338,0.37037078,0.46485052,0.35960335,0.25350192,0.47367597,0.28949755,0.29397902,0.37536812,0.4198119,0.4619465,0.48636615,0.32799643,0.31582284,0.45210856,0.45311952,0.3776481,0.33793035
ing,0.4675092,0.5473764,0.582631,0.4240499,0.6685636,0.5483433,0.5528624,0.36924067,0.3760701,0.349849,0.4703372,0.3574915,0.47544366,0.35588726,0.62639284,0.33474022,0.29060978,0.5068101,0.44323027,0.4498521
inm,0.49192554,0.38184145,0.2658996,0.45964122,0.3467782,0.21669406,0.46056217,0.43857378,0.27931786,0.32989427,0.32675895,0.5337516,0.3295616,0.39948887,0.40098724,0.26453832,0.4702372,0.38513613,0.4822291,0.24597013
iom,0.2311973,0.6105974,0.61007214,0.70425296,0.6411629,0.5708072,0.21677849,0.6248242,0.2856611,0.6568345,0.34100008,0.22057201,0.5711713,0.2894336,0.4765105,0.5842279,0.5576936,0.5585263,0.4939532,0.6959813
ios,0.2798048,0.25092882,0.13734254,0.38651162,0.46127856,0.193795,0.2563167,0.5732149,0.46481085,0.5041146,0.56435275,0.62223876,0.57617337,0.6266649,0.4314682,0.1815683,0.5858413,0.621536,0.28537112,0.25449136
ipk,0.53201306,0.4340893,0.4945351,0.65606594,0.6074604,0.59275985,0.25805756,0.605375,0.3937251,0.4797384,0.44606638,0.5500306,0.45201358,0.26152837,0.3701777,0.37449676,0.42729726,0.40618086,0.5318051,0.45027596
ips,0.56337583,0.4844756,0.370374,0.5521357,0.61465335,0.47903812,0.3452993,0.31148762,0.4431861,0.4789148,0.43810487,0.6162661,0.57559055,0.5526822,0.41548163,0.4895954,0.39302263,0.51566863,0.4254075,0.5062425
ipw,0.4843426,0.31846523,0.32908177,0.35020578,0.49937356,0.28070784,0.337456,0.318302,0.42422688,0.6813768,0.46235698,0.6977767,0.5020375,0.3137095,0.3394451,0.46798477,0.53594327,0.5239491,0.54141706,0.45496276
iqa,0.22350949,0.4379025,0.3057248,0.42616442,0.2623933,0.3972447,0.22627419,0.29305848,0.48247594,0.30505016,0.15531403,0.41492602,0.45282972,0.26980785,0.3920433,0.24730626,0.2924071,0.4244999,0.33476898,0.33664545
iqf,0.50032854,0.19684629,0.27204713,0.45913595,0.50196755,0.6627723,0.48250434,0.41303164,0.37351355,0.42765984,0.32153216,0.5201775,0.5865031,0.54214,0.43417776,0.5745843,0.5883447,0.48102438,0.33407998,0.34144485
iqr,0.36817142,0.41690436,0.23694149,0.48021033,0.42305893,0.27118117,0.19027257,0.3052373,0.5019545,0.38595277,0.40706715,0.33801487,0.24500808,0.39981472,0.4184155,0.44226426,0.2502862,0.2280815,0.527449,0.35375535
iru,0.2689506,0.31571656,0.3206853,0.25745952,0.5700727,0.46613437,0.3032239,0.33901477,0.5250137,0.38806048,0.34676644,0.31673902,0.57784486,0.4091074,0.24811593,0.5458981,0.2528466,0.64157796,0.2843011,0.46143144
isa,0.54862773,0.3800788,0.430911,0.49255785,0.33698016,0.32870144,0.6414548,0.43153712,0.2975269,0.123992674,0.2708069,0.36788565,0.28243476,0.3692387,0.3597628,0.4382881,0.40260118,0.3280997,0.6055094,0.56629074
iss,0.56014967,0.3956422,0.4437667,0.48331845,0.6150374,0.45327193,0.33147448,0.57004166,0.55079705,0.537548,0.53615403,0.6483811,0.48716947,0.35006797,0.4729482,0.4913304,0.5584303,0.61458147,0.39791816,0.52149564
isu,0.36496758,0.49823934,0.6153879,0.55458593,0.43987596,0.37567517,0.47181773,0.3743192,0.5200931,0.45098853,0.52768487,0.6601137,0.56914836,0.6076127,0.65960115,0.5600866,0.51637465,0.38515818,0.36440444,0.41777793
ite,0.3929922,0.34404844,0.4857153,0.39710546,0.39677244,0.43452364,0.53266287,0.45229334,0.38275605,0.36179233,0.3807304,0.34699932,0.43074876,0.55471253,0.33944747,0.5168277,0.38016957,0.2566246,0.34905767,0.47819403
itg,0.3762807,0.38476682,0.31820747,0.27629638,0.28900555,0.16853777,0.4297436,0.26290765,0.3027618,0.28271046,0.20503008,0.3177465,0.38257658,0.33343104,0.27256143,0.12605831,0.47508872,0.43580806,0.44098768,0.43290573
itq,0.37002394,0.4623937,0.33937675,0.19756785,0.26376563,0.4513727,0.43615627,0.50219524,0.5945344,0.61372656,0.5490939,0.49614152,0.16036347,0.4187467,0.17298418,0.25500885,0.41537088,0.4678777,0.6202835,0.38502336
itw,0.45228088,0.3569692,0.49207035,0.508849,0.5559353,0.6183696,0.45421934,0.20173828,0.49647316,0.58690965,0.280531,0.4421026,0.48790804,0.400387,0.5745637,0.36481822,0.27520433,0.38519076,0.51509297,0.27773386
iup,0.11498366,0.3687548,0.21421163,0.42812017,0.24931875,0.44817913,0.1974239,0.18646088,0.44618538,0.16329698,0.06456152,0.3112222,0.27744097,0.331815,0.17823437,0.08065175,0.41774768,0.124958836,0.35282212,0.29414934
ivj,0.6685362,0.6203834,0.5934469,0.4997292,0.6230925,0.58928335,0.57525945,0.6537429,0.5135659,0.642836,0.24714968,0.32210124,0.65275705,0.62216467,0.37159932,0.7576893,0.31139064,0.5047858,0.4538464,0.17685685
ivo,0.25461295,0.36241633,0.5240244,0.42025477,0.34198016,0.53414345,0.5196849,0.69931424,0.3095591,0.46493477,0.39415067,0.57376564,0.55935335,0.659451,0.5653875,0.4298931,0.61568075,0.6164434,0.30359787,0.40402734
ivq,0.47176123,0.35969138,0.57276106,0.26490468,0.34580076,0.3835889,0.44905806,0.608533,0.47841993,0.46353385,0.4902758,0.25730035,0.6562004,0.45113754,0.22199777,0.49995512,0.45826596,0.6873522,0.5054156,0.31538898
iwh,0.43698084,0.24898039,0.42658398,0.5185061,0.36085886,0.6530613,0.51087016,0.33453268,0.400425,0.57814956,0.39437112,0.5558647,0.4409089,0.6122935,0.17386377,0.37881064,0.4523837,0.3119246,0.57627475,0.34341535
iwz,0.5116094,0.30253682,0.5896165,0.42230967,0.2643177,0.4501452,0.5549115,0.3966844,0.51288664,0.32874602,0.47894317,0.5969789,0.6399541,0.6144268,0.31192136,0.4588355,0.66480076,0.59611523,0.3984716,0.5380697
ixd,0.50631636,0.45653713,0.55547905,0.5078656,0.35553694,0.29032683,0.45964798,0.5925019,0.39708674,0.46570745,0.34948698,0.36192608,0.63982296,0.63785064,0.36919594,0.51268256,0.37418863,0.57143116,0.46261415,0.7690545
ixl,0.564003,0.3524929,0.2895965,0.44782746,0.58199775,0.48044226,0.6411506,0.6794912,0.5066312,0.40680963,0.1547008,0.28431815,0.47043487,0.4853203,0.5732284,0.40735596,0.3878337,0.30598232,0.37406644,0.23541473
ixs,0.54259396,0.41495824,0.32874694,0.2494859,0.5275008,0.41776982,0.4807068,0.42396647,0.3523316,0.425217,0.34056345,0.37347397,0.41331044,0.28952718,0.5497768,0.6247321,0.46157572,0.45237464,0.52216303,0.4399637
ixt,0.26898623,0.35145044,0.2200655,0.5796509,0.14446923,0.36007753,0.4113657,0.42618534,0.4289586,0.223681,0.59672207,0.4038524,0.317373,0.22940987,0.22996163,0.2763976,0.5164577,0.20048141,0.44183037,0.36533672
iya,0.52135724,0.36360997,0.39132845,0.3567961,0.33600992,0.39458495,0.33021146,0.33424816,0.50784314,0.33335972,0.2004902,0.26890674,0.48897916,0.44564223,0.39017296,0.4441474,0.25698078,0.34342468,0.49721915,0.48069766
iyg,0.62875485,0.5348924,0.36561978,0.3944124,0.5302202,0.4128089,0.29730108,0.42886734,0.4384618,0.3316148,0.32313675,0.39401266,0.436962,0.5969493,0.34067953,0.4121439,0.44640774,0.38632017,0.41286236,0.48813486
iyk,0.80395174,0.44491845,0.545176,0.5818944,0.48804516,0.64316946,0.4295647,0.3624972,0.20020285,0.47298777,0.5242511,0.58636415,0.17458265,0.7174169,0.5467658,0.48099774,0.38635477,0.4673205,0.5362083,0.547578
iyn,0.41701728,0.7679558,0.63132143,0.41071492,0.44017833,0.5882208,0.5174929,0.3739863,0.4840719,0.7064211,0.64146495,0.4516964,0.8058642,0.18487501,0.484562,0.30634102,0.7590296,0.42740908,0.6549022,0.6290053
iyq,0.5611223,0.43168026,0.19155206,0.7375165,0.5645642,0.46064186,0.15413512,0.74936,0.5807048,0.4139287,0.5691397,0.30756852,0.49334422,0.41611087,0.49443766,0.3078524,0.36849347,0.3970789,0.42775053,0.55709803
